Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country/Region;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit
1289;CA-2020-154711;22/11/2020;26/11/2020;Standard Class;TB-21355;Todd Boyes;Corporate;United States;New York City;New York;10009;East;OFF-BI-10000605;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red";12.192;4;0.2;41.148
1290;CA-2020-154711;22/11/2020;26/11/2020;Standard Class;TB-21355;Todd Boyes;Corporate;United States;New York City;New York;10009;East;OFF-AR-10001860;Office Supplies;Art;BIC Liqua Brite Liner;20.82;3;0;74.952
1291;CA-2020-163384;10/11/2020;12/11/2020;First Class;CC-12430;Chuck Clark;Home Office;United States;San Francisco;California;94122;West;OFF-BI-10004970;Office Supplies;Binders;"ACCOHIDE 3-Ring Binder, Blue, 1""";13.216;4;0.2;44.604
1292;CA-2020-163384;10/11/2020;12/11/2020;First Class;CC-12430;Chuck Clark;Home Office;United States;San Francisco;California;94122;West;OFF-PA-10003172;Office Supplies;Paper;Xerox 1996;32.4;5;0;15.552
1293;CA-2019-101707;27/08/2019;01/09/2019;Standard Class;PF-19165;Philip Fox;Consumer;United States;San Diego;California;92105;West;OFF-SU-10001218;Office Supplies;Supplies;Fiskars Softgrip Scissors;32.94;3;0;92.232
1294;CA-2019-101707;27/08/2019;01/09/2019;Standard Class;PF-19165;Philip Fox;Consumer;United States;San Diego;California;92105;West;OFF-PA-10002968;Office Supplies;Paper;Xerox 1973;114.2;5;0;52.532
1295;CA-2019-101707;27/08/2019;01/09/2019;Standard Class;PF-19165;Philip Fox;Consumer;United States;San Diego;California;92105;West;OFF-LA-10000134;Office Supplies;Labels;Avery 511;3.08;1;0;14.784
1296;CA-2019-138898;25/05/2019;29/05/2019;Standard Class;JH-16180;Justin Hirsh;Consumer;United States;Pueblo;Colorado;81001;West;OFF-AP-10004487;Office Supplies;Appliances;Kensington 4 Outlet MasterPiece Compact Power Control Center;845.728;13;0.2;845.728
1297;CA-2021-115427;30/12/2021;03/01/2022;Standard Class;EB-13975;Erica Bern;Corporate;United States;Fairfield;California;94533;West;OFF-BI-10002103;Office Supplies;Binders;Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl;13.904;2;0.2;45.188
1298;CA-2021-115427;30/12/2021;03/01/2022;Standard Class;EB-13975;Erica Bern;Corporate;United States;Fairfield;California;94533;West;OFF-BI-10004632;Office Supplies;Binders;GBC Binding covers;20.72;2;0.2;6.475
1299;CA-2020-134425;08/12/2020;12/12/2020;Second Class;QJ-19255;Quincy Jones;Corporate;United States;Saint Paul;Minnesota;55106;Central;TEC-PH-10003555;Technology;Phones;Motorola HK250 Universal Bluetooth Headset;114.95;5;0;2.299
1300;CA-2019-121391;04/10/2019;07/10/2019;First Class;AA-10315;Alex Avila;Consumer;United States;San Francisco;California;94109;West;OFF-ST-10001590;Office Supplies;Storage;Tenex Personal Project File with Scoop Front Design, Black;26.96;2;0;70.096
1301;CA-2020-137043;23/12/2020;25/12/2020;Second Class;LC-17140;Logan Currie;Consumer;United States;Springfield;Virginia;22153;South;FUR-FU-10003664;Furniture;Furnishings;Electrix Architect's Clamp-On Swing Arm Lamp, Black;572.76;6;0;1.661.004
1302;CA-2020-137043;23/12/2020;25/12/2020;Second Class;LC-17140;Logan Currie;Consumer;United States;Springfield;Virginia;22153;South;FUR-FU-10003664;Furniture;Furnishings;Electrix Architect's Clamp-On Swing Arm Lamp, Black;286.38;3;0;830.502
1303;CA-2019-115847;19/09/2019;24/09/2019;Second Class;TC-21535;Tracy Collins;Home Office;United States;Arlington;Virginia;22204;South;FUR-BO-10003433;Furniture;Bookcases;Sauder Cornerstone Collection Library;61.96;2;0;43.372
1304;US-2021-126179;03/07/2021;07/07/2021;Standard Class;CS-12460;Chuck Sachs;Consumer;United States;Columbus;Georgia;31907;South;FUR-FU-10002554;Furniture;Furnishings;Westinghouse Floor Lamp with Metal Mesh Shade, Black;23.99;1;0;55.177
1305;US-2021-126179;03/07/2021;07/07/2021;Standard Class;CS-12460;Chuck Sachs;Consumer;United States;Columbus;Georgia;31907;South;TEC-PH-10001557;Technology;Phones;Pyle PMP37LED;287.97;3;0;777.519
1306;CA-2020-101966;14/07/2020;16/07/2020;Second Class;BM-11785;Bryan Mills;Consumer;United States;Houston;Texas;77036;Central;TEC-PH-10003437;Technology;Phones;Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with;419.944;7;0.2;52.493
1307;CA-2020-141397;20/06/2020;21/06/2020;First Class;RC-19825;Roy Collins;Consumer;United States;Pasadena;California;91104;West;OFF-PA-10002986;Office Supplies;Paper;Xerox 1898;46.76;7;0;224.448
1308;CA-2020-141397;20/06/2020;21/06/2020;First Class;RC-19825;Roy Collins;Consumer;United States;Pasadena;California;91104;West;OFF-BI-10000320;Office Supplies;Binders;GBC Plastic Binding Combs;17.712;3;0.2;64.206
1309;CA-2020-141397;20/06/2020;21/06/2020;First Class;RC-19825;Roy Collins;Consumer;United States;Pasadena;California;91104;West;OFF-AP-10003971;Office Supplies;Appliances;Belkin 6 Outlet Metallic Surge Strip;21.78;2;0;56.628
1310;CA-2020-141397;20/06/2020;21/06/2020;First Class;RC-19825;Roy Collins;Consumer;United States;Pasadena;California;91104;West;OFF-ST-10001469;Office Supplies;Storage;Fellowes Bankers Box Recycled Super Stor/Drawer;161.94;3;0;97.164
1311;CA-2020-141397;20/06/2020;21/06/2020;First Class;RC-19825;Roy Collins;Consumer;United States;Pasadena;California;91104;West;FUR-CH-10003846;Furniture;Chairs;Hon Valutask Swivel Chairs;161.568;2;0.2;-80.784
1312;CA-2020-141082;09/12/2020;13/12/2020;Standard Class;FM-14380;Fred McMath;Consumer;United States;Lawrence;Massachusetts;1841;East;OFF-LA-10001404;Office Supplies;Labels;Avery 517;3.69;1;0;17.343
1313;CA-2020-141082;09/12/2020;13/12/2020;Standard Class;FM-14380;Fred McMath;Consumer;United States;Lawrence;Massachusetts;1841;East;OFF-LA-10001474;Office Supplies;Labels;Avery 477;122.12;4;0;561.752
1314;US-2020-134488;24/09/2020;01/10/2020;Standard Class;PK-19075;Pete Kriz;Consumer;United States;Columbus;Ohio;43229;East;FUR-CH-10003199;Furniture;Chairs;Office Star - Contemporary Task Swivel Chair;155.372;2;0.3;-133.176
1315;CA-2020-145919;18/12/2020;23/12/2020;Standard Class;HG-14965;Henry Goldwyn;Corporate;United States;Los Angeles;California;90032;West;OFF-PA-10003072;Office Supplies;Paper;"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream";38.88;6;0;186.624
1316;CA-2020-145919;18/12/2020;23/12/2020;Standard Class;HG-14965;Henry Goldwyn;Corporate;United States;Los Angeles;California;90032;West;FUR-FU-10004960;Furniture;Furnishings;"Seth Thomas 12"" Clock w/ Goldtone Case";183.84;8;0;625.056
1317;CA-2020-145919;18/12/2020;23/12/2020;Standard Class;HG-14965;Henry Goldwyn;Corporate;United States;Los Angeles;California;90032;West;OFF-SU-10003505;Office Supplies;Supplies;Premier Electric Letter Opener;579.3;5;0;28.965
1318;CA-2021-157651;10/12/2021;14/12/2021;Standard Class;HA-14920;Helen Andreada;Consumer;United States;Philadelphia;Pennsylvania;19120;East;TEC-AC-10003116;Technology;Accessories;Memorex Froggy Flash Drive 8 GB;14.2;1;0.2;33.725
1319;CA-2018-160773;01/07/2018;05/07/2018;Standard Class;LW-16825;Laurel Workman;Corporate;United States;Deltona;Florida;32725;South;TEC-PH-10004586;Technology;Phones;Wilson SignalBoost 841262 DB PRO Amplifier Kit;575.92;2;0.2;71.99
1320;CA-2018-160773;01/07/2018;05/07/2018;Standard Class;LW-16825;Laurel Workman;Corporate;United States;Deltona;Florida;32725;South;OFF-BI-10000546;Office Supplies;Binders;Avery Durable Binders;5.184;6;0.7;-36.288
1321;CA-2021-167703;03/02/2021;08/02/2021;Standard Class;MC-17575;Matt Collins;Consumer;United States;Cincinnati;Ohio;45231;East;OFF-BI-10002071;Office Supplies;Binders;Fellowes Black Plastic Comb Bindings;5.229;3;0.7;-41.832
1322;CA-2021-167703;03/02/2021;08/02/2021;Standard Class;MC-17575;Matt Collins;Consumer;United States;Cincinnati;Ohio;45231;East;OFF-ST-10001490;Office Supplies;Storage;Hot File 7-Pocket, Floor Stand;285.552;2;0.2;35.694
1323;CA-2021-121804;03/03/2021;08/03/2021;Standard Class;LP-17095;Liz Preis;Consumer;United States;Murray;Kentucky;42071;South;OFF-AP-10004859;Office Supplies;Appliances;Acco 6 Outlet Guardian Premium Surge Suppressor;72.8;5;0;19.656
1324;CA-2021-162635;09/10/2021;10/10/2021;First Class;EB-14170;Evan Bailliet;Consumer;United States;Wilmington;North Carolina;28403;South;OFF-PA-10002659;Office Supplies;Paper;Avoid Verbal Orders Carbonless Minifold Book;10.816;4;0.2;35.152
1325;CA-2018-107153;28/09/2018;03/10/2018;Standard Class;GZ-14545;George Zrebassa;Corporate;United States;Lawrence;Massachusetts;1841;East;OFF-ST-10001321;Office Supplies;Storage;Decoflex Hanging Personal Folder File, Blue;46.26;3;0;124.902
1326;US-2018-117058;27/05/2018;30/05/2018;First Class;LE-16810;Laurel Elliston;Consumer;United States;Chicago;Illinois;60653;Central;OFF-BI-10004139;Office Supplies;Binders;Fellowes Presentation Covers for Comb Binding Machines;17.46;6;0.8;-30.555
1327;CA-2019-120439;14/06/2019;18/06/2019;Standard Class;AD-10180;Alan Dominguez;Home Office;United States;Philadelphia;Pennsylvania;19120;East;FUR-FU-10001867;Furniture;Furnishings;Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry;51.072;6;0.2;51.072
1328;CA-2020-128258;30/03/2020;01/04/2020;First Class;CP-12085;Cathy Prescott;Corporate;United States;Norwich;Connecticut;6360;East;OFF-PA-10004156;Office Supplies;Paper;Xerox 188;11.34;1;0;55.566
1329;CA-2021-106033;15/10/2021;18/10/2021;Second Class;FG-14260;Frank Gastineau;Home Office;United States;San Francisco;California;94110;West;OFF-AR-10002818;Office Supplies;Art;Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener;87.92;4;0;26.376
1330;CA-2020-142762;23/05/2020;27/05/2020;Standard Class;LD-17005;Lisa DeCherney;Consumer;United States;San Francisco;California;94109;West;FUR-FU-10003691;Furniture;Furnishings;Eldon Image Series Desk Accessories, Ebony;37.05;3;0;16.302
1331;CA-2021-127705;02/06/2021;06/06/2021;Standard Class;AB-10255;Alejandro Ballentine;Home Office;United States;Lorain;Ohio;44052;East;TEC-PH-10000347;Technology;Phones;Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple;2.97;1;0.4;-0.6435
1332;CA-2021-127705;02/06/2021;06/06/2021;Standard Class;AB-10255;Alejandro Ballentine;Home Office;United States;Lorain;Ohio;44052;East;OFF-ST-10004507;Office Supplies;Storage;Advantus Rolling Storage Box;27.44;2;0.2;2.401
1333;CA-2018-122567;16/02/2018;21/02/2018;Standard Class;MN-17935;Michael Nguyen;Consumer;United States;Dallas;Texas;75220;Central;OFF-BI-10002012;Office Supplies;Binders;Wilson Jones Easy Flow II Sheet Lifters;1.08;3;0.8;-1.728
1334;CA-2018-122567;16/02/2018;21/02/2018;Standard Class;MN-17935;Michael Nguyen;Consumer;United States;Dallas;Texas;75220;Central;OFF-AP-10001303;Office Supplies;Appliances;Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter;7.96;2;0.8;-13.93
1335;CA-2018-121664;06/05/2018;10/05/2018;Standard Class;HP-14815;Harold Pawlan;Home Office;United States;Los Angeles;California;90049;West;OFF-BI-10003684;Office Supplies;Binders;Wilson Jones Legal Size Ring Binders;140.736;8;0.2;52.776
1336;CA-2020-122133;16/05/2020;23/05/2020;Standard Class;JR-15670;Jim Radford;Consumer;United States;Middletown;Connecticut;6457;East;OFF-ST-10002574;Office Supplies;Storage;SAFCO Commercial Wire Shelving, Black;552.56;4;0;0
1337;US-2021-123281;02/04/2021;07/04/2021;Standard Class;JF-15190;Jamie Frazer;Consumer;United States;Los Angeles;California;90008;West;FUR-FU-10003724;Furniture;Furnishings;Westinghouse Clip-On Gooseneck Lamps;25.11;3;0;65.286
1338;CA-2021-100524;31/03/2021;02/04/2021;Second Class;CM-12115;Chad McGuire;Consumer;United States;New York City;New York;10011;East;FUR-FU-10004018;Furniture;Furnishings;Tensor Computer Mounted Lamp;29.78;2;0;80.406
1339;CA-2021-100524;31/03/2021;02/04/2021;Second Class;CM-12115;Chad McGuire;Consumer;United States;New York City;New York;10011;East;TEC-PH-10002549;Technology;Phones;Polycom SoundPoint IP 450 VoIP phone;677.58;3;0;1.761.708
1340;CA-2021-100524;31/03/2021;02/04/2021;Second Class;CM-12115;Chad McGuire;Consumer;United States;New York City;New York;10011;East;OFF-PA-10004911;Office Supplies;Paper;Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk;75.04;8;0;360.192
1341;CA-2021-113481;02/01/2021;04/01/2021;First Class;AS-10045;Aaron Smayling;Corporate;United States;Jacksonville;North Carolina;28540;South;TEC-MA-10002178;Technology;Machines;Cisco CP-7937G Unified IP Conference Station Phone;695.7;2;0.5;-27.828
1342;CA-2021-113481;02/01/2021;04/01/2021;First Class;AS-10045;Aaron Smayling;Corporate;United States;Jacksonville;North Carolina;28540;South;OFF-BI-10003694;Office Supplies;Binders;"Avery 3 1/2"" Diskette Storage Pages, 10/Pack";15.66;5;0.7;-12.528
1343;CA-2021-113481;02/01/2021;04/01/2021;First Class;AS-10045;Aaron Smayling;Corporate;United States;Jacksonville;North Carolina;28540;South;OFF-BI-10000474;Office Supplies;Binders;Avery Recycled Flexi-View Covers for Binding Systems;28.854;6;0.7;-211.596
1344;CA-2019-131758;28/05/2019;01/06/2019;Standard Class;KB-16315;Karl Braun;Consumer;United States;Freeport;New York;11520;East;OFF-AR-10000411;Office Supplies;Art;Boston 16701 Slimline Battery Pencil Sharpener;47.82;3;0;14.346
1345;CA-2019-131758;28/05/2019;01/06/2019;Standard Class;KB-16315;Karl Braun;Consumer;United States;Freeport;New York;11520;East;OFF-LA-10000262;Office Supplies;Labels;Avery 494;13.05;5;0;6.003
1346;CA-2018-118339;17/03/2018;24/03/2018;Standard Class;BN-11515;Bradley Nguyen;Consumer;United States;Lakeville;Minnesota;55044;Central;OFF-AP-10001154;Office Supplies;Appliances;Bionaire Personal Warm Mist Humidifier/Vaporizer;93.78;2;0;365.742
1347;CA-2018-118339;17/03/2018;24/03/2018;Standard Class;BN-11515;Bradley Nguyen;Consumer;United States;Lakeville;Minnesota;55044;Central;OFF-PA-10000466;Office Supplies;Paper;Memo Book, 100 Message Capacity, 5 3/8” x 11”;47.18;7;0;23.59
1348;CA-2018-118339;17/03/2018;24/03/2018;Standard Class;BN-11515;Bradley Nguyen;Consumer;United States;Lakeville;Minnesota;55044;Central;OFF-AR-10003829;Office Supplies;Art;Newell 35;19.68;6;0;57.072
1349;CA-2018-118339;17/03/2018;24/03/2018;Standard Class;BN-11515;Bradley Nguyen;Consumer;United States;Lakeville;Minnesota;55044;Central;OFF-BI-10001758;Office Supplies;Binders;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;53.4;10;0;25.098
1350;CA-2018-118339;17/03/2018;24/03/2018;Standard Class;BN-11515;Bradley Nguyen;Consumer;United States;Lakeville;Minnesota;55044;Central;OFF-BI-10000136;Office Supplies;Binders;Avery Non-Stick Heavy Duty View Round Locking Ring Binders;35.88;6;0;172.224
1351;CA-2018-153976;03/10/2018;08/10/2018;Second Class;BP-11290;Beth Paige;Consumer;United States;Evanston;Illinois;60201;Central;FUR-CH-10002880;Furniture;Chairs;Global High-Back Leather Tilter, Burgundy;258.279;3;0.3;-701.043
1352;CA-2020-162901;28/03/2020;31/03/2020;First Class;AS-10045;Aaron Smayling;Corporate;United States;Arlington;Virginia;22204;South;OFF-ST-10000649;Office Supplies;Storage;Hanging Personal Folder File;31.4;2;0;7.85
1353;CA-2021-162978;04/05/2021;09/05/2021;Standard Class;LW-16990;Lindsay Williams;Corporate;United States;San Francisco;California;94109;West;TEC-PH-10003092;Technology;Phones;Motorola L804;183.96;5;0.2;206.955
1354;CA-2021-162978;04/05/2021;09/05/2021;Standard Class;LW-16990;Lindsay Williams;Corporate;United States;San Francisco;California;94109;West;OFF-PA-10002250;Office Supplies;Paper;Things To Do Today Pad;17.61;3;0;84.528
1355;CA-2021-162978;04/05/2021;09/05/2021;Standard Class;LW-16990;Lindsay Williams;Corporate;United States;San Francisco;California;94109;West;FUR-TA-10003473;Furniture;Tables;Bretford Rectangular Conference Table Tops;300.904;1;0.2;112.839
1356;US-2018-160444;05/07/2018;05/07/2018;Same Day;DC-12850;Dan Campbell;Consumer;United States;Houston;Texas;77036;Central;OFF-ST-10001522;Office Supplies;Storage;Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h;220.776;3;0.2;-441.552
1357;US-2018-160444;05/07/2018;05/07/2018;Same Day;DC-12850;Dan Campbell;Consumer;United States;Houston;Texas;77036;Central;OFF-ST-10000563;Office Supplies;Storage;Fellowes Bankers Box Stor/Drawer Steel Plus;281.424;11;0.2;-35.178
1358;CA-2020-145247;05/05/2020;07/05/2020;First Class;ND-18370;Natalie DeCherney;Consumer;United States;Louisville;Kentucky;40214;South;OFF-PA-10003641;Office Supplies;Paper;Xerox 1909;79.14;3;0;364.044
1359;CA-2021-160045;26/04/2021;27/04/2021;First Class;LB-16735;Larry Blacks;Consumer;United States;Fort Worth;Texas;76106;Central;FUR-FU-10000010;Furniture;Furnishings;DAX Value U-Channel Document Frames, Easel Back;1.988;1;0.6;-14.413
1360;US-2018-151925;26/09/2018;01/10/2018;Second Class;KT-16465;Kean Takahito;Consumer;United States;Los Angeles;California;90049;West;FUR-CH-10002961;Furniture;Chairs;Leather Task Chair, Black;145.568;2;0.2;0
1361;CA-2021-125199;19/10/2021;25/10/2021;Standard Class;HM-14860;Harry Marie;Corporate;United States;Philadelphia;Pennsylvania;19120;East;OFF-AR-10002956;Office Supplies;Art;Boston 16801 Nautilus Battery Pencil Sharpener;123.256;7;0.2;92.442
1362;CA-2021-125199;19/10/2021;25/10/2021;Standard Class;HM-14860;Harry Marie;Corporate;United States;Philadelphia;Pennsylvania;19120;East;OFF-PA-10004041;Office Supplies;Paper;"It's Hot Message Books with Stickers, 2 3/4"" x 5""";23.68;4;0.2;7.4
1363;CA-2021-125199;19/10/2021;25/10/2021;Standard Class;HM-14860;Harry Marie;Corporate;United States;Philadelphia;Pennsylvania;19120;East;TEC-PH-10001336;Technology;Phones;Digium D40 VoIP phone;309.576;4;0.4;-567.556
1364;US-2021-155425;10/11/2021;11/11/2021;First Class;AB-10600;Ann Blume;Corporate;United States;Tucson;Arizona;85705;West;OFF-BI-10001036;Office Supplies;Binders;Cardinal EasyOpen D-Ring Binders;38.388;14;0.7;-25.592
1365;US-2021-155425;10/11/2021;11/11/2021;First Class;AB-10600;Ann Blume;Corporate;United States;Tucson;Arizona;85705;West;TEC-MA-10003183;Technology;Machines;DYMO CardScan Personal V9 Business Card Scanner;95.994;2;0.7;-63.996
1366;US-2021-155425;10/11/2021;11/11/2021;First Class;AB-10600;Ann Blume;Corporate;United States;Tucson;Arizona;85705;West;TEC-AC-10001314;Technology;Accessories;Case Logic 2.4GHz Wireless Keyboard;239.952;6;0.2;-359.928
1367;US-2021-155425;10/11/2021;11/11/2021;First Class;AB-10600;Ann Blume;Corporate;United States;Tucson;Arizona;85705;West;TEC-PH-10002563;Technology;Phones;Adtran 1202752G1;201.584;2;0.2;151.188
1368;US-2021-155425;10/11/2021;11/11/2021;First Class;AB-10600;Ann Blume;Corporate;United States;Tucson;Arizona;85705;West;FUR-CH-10003312;Furniture;Chairs;Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs;899.136;4;0.2;-1.461.096
1369;CA-2021-133249;08/07/2021;11/07/2021;First Class;SZ-20035;Sam Zeldin;Home Office;United States;Pico Rivera;California;90660;West;FUR-FU-10001588;Furniture;Furnishings;Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black;145.9;5;0;62.737
1370;US-2019-103471;24/12/2019;28/12/2019;Standard Class;JR-15670;Jim Radford;Consumer;United States;Colorado Springs;Colorado;80906;West;FUR-BO-10002613;Furniture;Bookcases;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;590.058;7;0.7;-786.744
1371;US-2019-103471;24/12/2019;28/12/2019;Standard Class;JR-15670;Jim Radford;Consumer;United States;Colorado Springs;Colorado;80906;West;OFF-AR-10003405;Office Supplies;Art;Dixon My First Ticonderoga Pencil, #2;14.04;3;0.2;15.795
1372;CA-2021-136672;07/03/2021;12/03/2021;Standard Class;MG-17890;Michael Granlund;Home Office;United States;Clinton;Maryland;20735;East;TEC-AC-10004510;Technology;Accessories;Logitech Desktop MK120 Mouse and keyboard Combo;49.08;3;0;4.908
1373;US-2018-157021;01/04/2018;06/04/2018;Second Class;KM-16720;Kunst Miller;Consumer;United States;Vallejo;California;94591;West;OFF-LA-10002312;Office Supplies;Labels;Avery 490;29.6;2;0;14.8
1374;US-2018-157021;01/04/2018;06/04/2018;Second Class;KM-16720;Kunst Miller;Consumer;United States;Vallejo;California;94591;West;OFF-BI-10000042;Office Supplies;Binders;"Pressboard Data Binder, Crimson, 12"" X 8 1/2""";17.088;4;0.2;55.536
1375;CA-2019-120362;14/09/2019;19/09/2019;Standard Class;CA-12265;Christina Anderson;Consumer;United States;Provo;Utah;84604;West;FUR-TA-10003008;Furniture;Tables;Lesro Round Back Collection Coffee Table, End Table;912.75;5;0;1.186.575
1376;CA-2018-126361;04/08/2018;09/08/2018;Second Class;VD-21670;Valerie Dominguez;Consumer;United States;Pleasant Grove;Utah;84062;West;OFF-AP-10003590;Office Supplies;Appliances;Hoover WindTunnel Plus Canister Vacuum;1089.75;3;0;305.13
1377;CA-2018-126361;04/08/2018;09/08/2018;Second Class;VD-21670;Valerie Dominguez;Consumer;United States;Pleasant Grove;Utah;84062;West;OFF-PA-10000806;Office Supplies;Paper;Xerox 1934;447.84;8;0;2.194.416
1378;CA-2018-126361;04/08/2018;09/08/2018;Second Class;VD-21670;Valerie Dominguez;Consumer;United States;Pleasant Grove;Utah;84062;West;OFF-AR-10000896;Office Supplies;Art;Newell 329;16.4;5;0;4.264
1379;CA-2018-126361;04/08/2018;09/08/2018;Second Class;VD-21670;Valerie Dominguez;Consumer;United States;Pleasant Grove;Utah;84062;West;TEC-PH-10002310;Technology;Phones;Panasonic KX T7731-B Digital phone;399.96;5;0.2;349.965
1380;CA-2018-126361;04/08/2018;09/08/2018;Second Class;VD-21670;Valerie Dominguez;Consumer;United States;Pleasant Grove;Utah;84062;West;OFF-ST-10002289;Office Supplies;Storage;"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black";158.9;5;0;7.945
1381;CA-2018-126361;04/08/2018;09/08/2018;Second Class;VD-21670;Valerie Dominguez;Consumer;United States;Pleasant Grove;Utah;84062;West;OFF-BI-10002852;Office Supplies;Binders;Ibico Standard Transparent Covers;13.184;1;0.2;47.792
1382;US-2020-100566;03/09/2020;09/09/2020;Standard Class;JK-16120;Julie Kriz;Home Office;United States;Aurora;Illinois;60505;Central;FUR-FU-10003394;Furniture;Furnishings;"Tenex ""The Solids"" Textured Chair Mats";83.952;3;0.6;-902.484
1383;US-2020-108504;05/02/2020;05/02/2020;Same Day;PP-18955;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;OFF-ST-10002344;Office Supplies;Storage;"Carina 42""Hx23 3/4""W Media Storage Unit";80.98;1;0;16.196
1384;US-2020-108504;05/02/2020;05/02/2020;Same Day;PP-18955;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;OFF-PA-10001289;Office Supplies;Paper;White Computer Printout Paper by Universal;348.84;9;0;1.709.316
1385;US-2020-108504;05/02/2020;05/02/2020;Same Day;PP-18955;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;OFF-FA-10000053;Office Supplies;Fasteners;Revere Boxed Rubber Bands by Revere;9.45;5;0;0.189
1386;US-2020-108504;05/02/2020;05/02/2020;Same Day;PP-18955;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;FUR-FU-10004091;Furniture;Furnishings;Eldon 200 Class Desk Accessories, Black;18.84;3;0;71.592
1387;US-2020-108504;05/02/2020;05/02/2020;Same Day;PP-18955;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;FUR-BO-10004015;Furniture;Bookcases;Bush Andora Bookcase, Maple/Graphite Gray Finish;239.98;2;0;527.956
1388;US-2020-108504;05/02/2020;05/02/2020;Same Day;PP-18955;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;OFF-EN-10003001;Office Supplies;Envelopes;Ames Color-File Green Diamond Border X-ray Mailers;167.96;2;0;789.412
1389;US-2020-108504;05/02/2020;05/02/2020;Same Day;PP-18955;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;TEC-PH-10000215;Technology;Phones;Plantronics Cordless Phone Headset with In-line Volume - M214C;104.85;3;0;283.095
1390;US-2020-108504;05/02/2020;05/02/2020;Same Day;PP-18955;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;TEC-PH-10003645;Technology;Phones;Aastra 57i VoIP phone;484.83;3;0;1.260.558
1391;US-2020-108504;05/02/2020;05/02/2020;Same Day;PP-18955;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;OFF-PA-10000357;Office Supplies;Paper;White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;122.97;3;0;602.553
1392;US-2020-108504;05/02/2020;05/02/2020;Same Day;PP-18955;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;OFF-ST-10004804;Office Supplies;Storage;"Belkin 19"" Vented Equipment Shelf, Black";154.44;3;0;15.444
1393;US-2020-108504;05/02/2020;05/02/2020;Same Day;PP-18955;Paul Prost;Home Office;United States;Smyrna;Georgia;30080;South;OFF-PA-10003892;Office Supplies;Paper;Xerox 1943;342.37;7;0;1.609.139
1394;CA-2021-124828;03/07/2021;04/07/2021;First Class;YS-21880;Yana Sorensen;Corporate;United States;Burlington;North Carolina;27217;South;OFF-AR-10003514;Office Supplies;Art;4009 Highlighters by Sanford;9.552;3;0.2;15.522
1395;US-2021-117247;09/10/2021;14/10/2021;Standard Class;CK-12760;Cyma Kinney;Corporate;United States;Aurora;Illinois;60505;Central;FUR-TA-10002958;Furniture;Tables;Bevis Oval Conference Table, Walnut;652.45;5;0.5;-430.617
1396;US-2021-117247;09/10/2021;14/10/2021;Standard Class;CK-12760;Cyma Kinney;Corporate;United States;Aurora;Illinois;60505;Central;FUR-TA-10001676;Furniture;Tables;Hon 61000 Series Interactive Training Tables;66.645;3;0.5;-426.528
1397;CA-2020-124485;24/11/2020;26/11/2020;First Class;NC-18340;Nat Carroll;Consumer;United States;New York City;New York;10035;East;OFF-BI-10000822;Office Supplies;Binders;"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""";17.216;4;0.2;60.256
1398;CA-2020-124485;24/11/2020;26/11/2020;First Class;NC-18340;Nat Carroll;Consumer;United States;New York City;New York;10035;East;OFF-PA-10004971;Office Supplies;Paper;Xerox 196;11.56;2;0;56.644
1399;CA-2020-124485;24/11/2020;26/11/2020;First Class;NC-18340;Nat Carroll;Consumer;United States;New York City;New York;10035;East;TEC-AC-10002323;Technology;Accessories;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;88.4;4;0;11.492
